PRT_ID;AREA;INT_SQFT;DIST_MAINROAD;N_BEDROOM;N_BATHROOM;N_ROOM;SALE_COND;PARK_FACIL;DATE_BUILD;BUILDTYPE;UTILITY_AVAIL;STREET;MZZONE;QS_ROOMS;QS_BATHROOM;QS_BEDROOM;QS_OVERALL
P04500;Adyar;893;176;1;1;3;Normal Sale;Yes;22/08/1997;House;NoSeWa;Gravel;C;2.1;2;2.3;2.18
P04279;KK Nagar;1869;166;3;2;5;AdjLand;Yes;07/10/1988;Others;NoSeWa;Gravel;RM;3.8;2.4;4.1;3.5
P05854;Anna Nagar;1700;135;1;1;4;Normal Sale;Yes;18/12/1977;Others;NoSewr ;No Access;RH;4.3;2.7;2.4;3.14
P04977;Karapakkam;806;131;1;1;2;Normal Sale;No;30/05/1982;Commercial;NoSewr ;Paved;RM;3.9;4.7;2.9;3.74
P01850;Karapakkam;1454;79;2;2;4;Partial;No;03/02/1982;House;AllPub;Paved;C;3.8;2.4;2.9;3.02
P03717;T Nagar;1569;97;1;1;4;Partial;No;28/01/1999;Others;AllPub;Gravel;RH;3.3;4.5;3.3;3.6
P05008;Chrompet;897;71;1;1;3;AbNormal;Yes;23/05/1988;Others;ELO;Gravel;RH;4.1;4.8;2.1;3.78
P05780;Karapakkam;1412;40;2;2;4;Ab Normal;No;27/12/1995;Commercial;AllPub;No Access;RM;4.8;3.3;4.4;4.19
P00363;Chrompet;831;54;1;1;3;Partial;Yes;08/06/2008;Commercial;ELO;No Access;RL;2.3;4.5;3.7;3.6
P06053;KK Nagar;1781;185;3;2;5;Partial;Yes;04/11/2003;Commercial;NoSewr ;Gravel;RL;4.6;4.2;4.4;4.4
P01975;Karapakkam;1506;81;2;2;4;Normal Sale;Yes;15/01/1970;Commercial;NoSeWa;No Access;C;2.2;3.7;4;3.37
P04101;KK Nagar;2179;37;3;2;5;Normal Sale;Yes;12/11/1992;Commercial;NoSewr ;Paved;RM;4.8;2.7;2.5;3.25
P05017;Anna Nagar;1509;96;1;1;4;AbNormal;Yes;22/05/1990;Others;ELO;Gravel;RM;4.8;3.6;2.9;3.74
P07892;Velachery;1539;47;2;1;4;AdjLand;Yes;12/07/1965;Commercial;NoSewr ;Paved;RM;3.2;3.7;2.5;3.22
P05685;Adyar;831;26;1;1;3;AbNormal;No;16/01/1994;Others;ELO;No Access;RL;3;4.6;3;3.32
P02735;Anna Nagar;1791;165;1;1;4;AbNormal;Yes;11/08/2003;Commercial;NoSeWa;Paved;RH;4.9;2.3;2.6;3.33
P07500;Chrompet;1174;8;1;1;3;Family;No;30/10/1973;Commercial;ELO;Paved;RM;3.9;3.2;3.1;3.38
P04850;Karapakkam;653;121;1;1;2;AdjLand;No;22/06/1995;Commercial;ELO;No Access;RM;2.5;3.1;5;3.68
P06611;Karapakkam;613;163;1;1;2;AbNormal;No;22/07/1976;House;AllPub;Gravel;RH;3.5;2.6;2.8;2.95
P05047;Karapakkam;1359;153;2;2;4;Partial;Yes;17/05/1979;Others;NoSewr ;Gravel;RL;2.3;2.2;2.3;2.27
P04551;KK Nagar;1399;65;2;1;4;Normal Sale;No;13/08/2003;Others;NoSeWa;Gravel;RH;2;4.1;4.8;3.75
P04948;Chrompet;907;5;1;1;3;AbNormal;Yes;07/06/1974;Others;ELO;Gravel;RM;4.4;4.4;3;3.98
P04085;Velachery;1865;157;3;2;5;Family;No;24/11/1956;Commercial;NoSewr ;Paved;RM;4.8;2.2;4.9;3.66
P04814;Adyar;1000;33;1;1;3;AbNormal;No;30/06/1992;Others;ELO;No Access;RL;2.5;2.6;3.2;2.87
P00480;Chrompet;1027;47;1;1;3;Family;No;22/03/1978;House;ELO;No Access;RM;2.9;2.8;4;3.19
P08970;Adyar;644;111;1;1;2;Family;Yes;06/06/1977;House;NoSeWa;Gravel;RM;3.5;3.8;3.2;3.41
P03377;Chrompet;771;175;1;1;2;AdjLand;No;14/04/1977;Others;NoSewr ;Paved;RM;2.9;3.7;4;3.55
P07120;Chrompet;802;107;1;1;3;AdjLand;Yes;19/02/2000;Commercial;NoSewr ;Gravel;RM;2.1;2.5;2.4;2.35
P08982;T Nagar;1810;165;2;1;5;Normal Sale;No;05/06/1963;Others;AllPub;No Access;RM;4.5;2.1;4.6;3.945
P06856;T Nagar;1703;120;1;1;4;Partial;Yes;12/05/1982;Others;AllPub;Paved;RL;4.1;3.8;4.8;4.34
P09697;Velachery;1906;90;3;2;5;Family;No;13/02/1973;Others;NoSeWa;Paved;I;2.3;3.4;3.6;3.19
P06788;KK Nagar;1668;132;2;1;4;AdjLand;No;29/05/1988;Commercial;AllPub;Gravel;RH;2.7;3.6;2;2.69
P06556;KK Nagar;1917;106;3;2;5;Family;Yes;30/07/1991;House;AllPub;Paved;RL;2.7;4.8;3.4;3.61
P01722;Chrompet;963;172;1;1;3;AdjLand;Yes;26/02/1985;Others;ELO;Gravel;RL;4.5;3.5;3;3.65
P04826;T Nagar;1848;113;2;1;5;Normal Sale;Yes;30/06/1987;Commercial;NoSewr ;Paved;RM;3.4;4.6;2.2;3.16
P02293;Chrompet;966;163;1;1;3;Partial;No;08/11/1975;Commercial;NoSewr ;Paved;RH;2.5;3.4;2.1;2.74
P04402;Karapakkam;1375;151;2;2;4;AbNormal;No;14/09/1984;Others;NoSeWa;Paved;A;4.2;3.9;2.8;3.55
P02609;Karapakkam;861;195;1;1;2;AdjLand;Yes;03/09/2004;Others;NoSewr ;Paved;RL;4.7;4.3;4.3;4.42
P03716;KK Nagar;2398;103;4;2;6;Partial;Yes;27/01/2006;Others;NoSewr ;Paved;RM;4.7;5;4.3;4.63
P07134;Adyar;935;170;1;1;3;Family;No;19/02/1979;Commercial;NoSewr ;No Access;RM;2.2;5;2.4;2.86
P09689;Velachery;1868;59;3;2;5;AbNormal;Yes;03/03/1963;Others;NoSewr ;Paved;A;4.4;3.5;3;3.58
P08815;Adyar;830;137;1;1;3;Normal Sale;No;17/08/1974;House;NoSeWa;Paved;RH;3.1;3.5;3.7;3.48
P01029;Chrompet;1276;42;2;1;4;AdjLand;Yes;14/02/2008;Others;AllPub;No Access;RL;3.6;3.9;5;4.14
P02587;Karapakkam;1448;93;2;2;4;Family;Yes;12/09/1987;Commercial;NoSeWa;Gravel;RM;3.3;2.4;4.1;3.35
P07612;T Nagar;1917;16;2;1;5;AbNormal;No;24/09/1997;Others;ELO;Paved;RL;2.9;3.3;2.4;2.775
P07741;Anna Nagar;1867;14;2;1;5;Partial;No;26/08/1967;House;NoSeWa;Gravel;RH;3.4;3.6;3.5;3.49
P06094;Karapakkam;537;186;1;1;2;Partial;Yes;04/11/1967;House;NoSewr ;Paved;RH;3.1;4.9;4.9;4.36
P06930;KK Nagar;1409;85;2;1;4;Normal Sale;No;22/04/1986;House;NoSewr ;Paved;RL;4.8;4;4.7;4.52
P07420;Chrompet;906;116;1;1;3;Partial;Yes;26/11/1976;House;NoSewr ;Gravel;RM;3.2;4.6;3.2;3.76
P09651;Velachery;1941;138;3;2;5;AbNormal;No;04/05/1981;Others;AllPub;Gravel;RH;3.8;2.2;2.1;2.57
P02231;Karapakkam;1264;110;1;1;3;AdjLand;No;18/11/1977;House;NoSewr ;Gravel;I;2.5;3.4;3.8;3.29
P06987;KK Nagar;2236;99;4;2;6;Normal Sale;Yes;06/04/1984;Others;NoSeWa;Paved;RL;4;3.2;2.7;3.24
P02380;Karapakkam;508;108;1;1;2;Family;Yes;25/10/1969;House;NoSeWa;Gravel;A;2.7;5;2.8;3.43
P06297;Karapakkam;841;118;1;1;2;Partial;Yes;22/09/1990;House;AllPub;No Access;I;2.7;2.9;4.8;3.6
P00877;Chrompet;754;92;1;1;2;Family;Yes;09/06/1977;House;NoSewr ;Paved;RL;4.2;3.5;2.1;3.29
P04892;Chrompet;713;149;1;1;2;Normal Sale;No;11/06/2002;Commercial;ELO;Gravel;RL;4;3;4.1;3.63
P07851;Adyar;1151;190;1;1;3;Partial;Yes;15/07/1996;House;AllPub;No Access;C;4.7;3;3.3;3.66
P01336;Chrompet;773;39;1;1;2;AdjLand;Yes;09/08/1973;House;NoSeWa;Paved;RH;4.8;3.2;3.9;3.89
P06381;KK Nagar;1635;46;2;1;4;Partial;No;05/09/1998;House;NoSeWa;Paved;RL;3.3;4.1;4.3;3.94
P08140;Velachery;1716;113;2;1;4;Family;No;22/04/1963;House;NoSewr ;Paved;I;4.4;3.5;2.8;3.52
P07774;Anna Nagar;1943;172;2;1;5;AdjLand;Yes;11/08/1995;Commercial;ELO;No Access;RM;2.1;4;3.4;3.095
P08163;Anna Nagar;1938;71;2;1;5;Partial;Yes;16/04/1964;House;ELO;No Access;RH;3.5;4.9;2.8;3.57
P04253;Karapakkam;1576;93;2;2;4;Normal Sale;Yes;09/10/1995;House;ELO;Paved;RM;4.2;2.7;2.8;3.19
P09771;Velachery;1692;85;2;1;4;Partial;Yes;28/08/1981;Others;ELO;Gravel;C;4.4;3.1;2.6;3.28
P09506;Velachery;1890;66;3;2;5;Family;Yes;03/11/1999;Commercial;NoSewr ;Paved;I;3.7;4.5;3.4;3.97
P06815;KK Nagar;1313;169;1;1;3;Normal Sale;Yes;17/05/2003;House;AllPub;Gravel;RH;4.3;4.3;2.6;3.62
P07901;Chrompet;934;29;1;1;3;Family;No;04/07/1994;Others;NoSewr ;No Access;RH;4.3;2;2.1;2.72
P06501;KK Nagar;2199;124;3;2;5;AdjLand;Yes;08/08/1998;House;NoSeWa;Gravel;RL;4.9;2.3;3;3.36
P04997;KK Nagar;2472;167;4;2;6;Partial;No;25/05/1989;Others;NoSewr ;Paved;RL;2.3;4.8;3.9;3.69
P04050;Chrompet;753;150;1;1;2;Family;No;26/11/1972;Commercial;ELO;Gravel;RH;3;5;2.3;3.59
P04852;Adyar;694;125;1;1;2;AbNormal;Yes;22/06/1995;Others;NoSeWa;Gravel;A;3.6;3.7;4.5;4.07
P04971;Velachery;1705;122;2;1;4;Partial;No;04/06/1971;Others;NoSewr ;Gravel;C;3.8;3.9;4.2;3.97
P03399;Karapakkam;858;160;1;1;2;Normal Sale;No;05/04/1999;Others;AllPub;Gravel;C;2.6;3.8;3.3;3.24
P03501;Karapakkam;1299;87;1;1;3;Normal Sale;No;27/03/1962;Commercial;ELO;Paved;C;4.8;2.1;4.3;3.79
P08088;KK Nagar;1917;113;3;2;5;Partial;No;03/05/2000;Others;NoSewr ;Gravel;RM;3.6;4.9;2.3;3.47
P02762;Karapakkam;501;123;1;1;2;AdjLand;No;09/08/1985;Others;NoSeWa;Gravel;RH;4.4;2;2.8;3.04
P01055;Anna Nagar;1898;86;2;1;5;Family;Yes;24/01/2007;House;NoSeWa;No Access;RL;2.7;2.4;2.1;2.385
P07038;Velachery;1793;13;2;1;4;AdjLand;No;18/03/1988;Commercial;NoSeWa;No Access;RM;3.7;3.9;2.1;3.31
P04440;Adyar;852;55;1;1;3;Partial;Yes;03/09/1992;Commercial;ELO;Gravel;C;2.4;4.2;4.7;3.91
P00234;Chrmpet;979;9;1;1;3;AdjLand;Yes;06/09/2005;House;NoSeWa;No Access;RL;3.6;4.4;4.9;4.31
P07042;Chrompet;992;195;1;1;3;Normal Sale;No;17/03/1988;House;NoSewr ;Gravel;RL;3.3;2.4;4.9;3.42
P06571;Karapakkam;1626;73;2;2;4;Partial;Yes;28/07/1984;Others;ELO;No Access;RM;3.5;3.7;2.6;3.2
P00655;Chrompet;1290;168;2;1;4;Partial;No;07/11/2004;Others;NoSewr ;Paved;RH;5;2.2;4.6;3.76
P07699;Chrompet;812;81;1;1;3;Partial;Yes;31/08/2003;House;AllPub;Gravel;RM;4;2.4;3.5;3.21
P05303;Adyar;601;176;1;1;2;Family;No;26/03/1992;House;NoSeWa;Paved;RH;3.3;4.2;3.5;3.58
P08357;Velachery;1792;163;2;1;4;AbNormal;Yes;12/02/1963;Commercial;ELO;Gravel;RH;4.5;3.2;2.6;3.35
P06424;Karapakkam;1457;42;2;2;4;Partial;Yes;31/08/1973;House;NoSeWa;Paved;RH;4.4;3.5;3.4;3.73
P05602;KK Nagar;2221;64;4;2;6;Partial;No;01/02/1990;Others;AllPub;Paved;RL;3.1;3.6;2.6;3.05
P05048;Velachery;1664;47;2;1;4;Family;Yes;13/05/1995;Commercial;AllPub;Paved;I;2.6;3.2;4.7;3.5
P00952;Chrompet;1016;6;1;1;3;Normal Sale;Yes;15/04/1989;Others;NoSeWa;Gravel;RM;3.2;4.5;4.1;3.99
P03771;Velachery;1838;68;3;2;5;AdjLand;No;26/01/1958;Others;ELO;Gravel;I;3.8;3.2;2.2;3.05
P01365;Chrompet;1226;118;2;1;4;Family;Yes;09/07/2002;Others;ELO;Paved;RH;4.6;4;2.8;3.82
P08310;Chrompet;941;92;1;1;3;AdjLand;Yes;24/02/1988;House;AllPub;Gravel;RL;3.5;3.4;3.6;3.49
P00362;Chrompet;1185;92;1;1;3;AdjLand;No;14/06/1984;Commercial;AllPub;No Access;RH;3.2;3.6;3.2;3.36
P02972;KK Nagar;1938;116;3;2;5;Family;No;28/06/1981;House;NoSeWa;Paved;RM;4;2;2.5;2.8
P04785;KK Nagar;2311;56;4;2;6;AbNormal;No;04/07/1999;Others;NoSeWa;Gravel;RL;2.9;4.2;4.6;3.97
P00955;Anna Nagar;1741;46;1;1;4;Family;No;18/04/1977;Others;AllPub;No Access;RL;2.2;2.7;3.5;2.845
P08757;Velachery;1908;60;3;2;5;Normal Sale;Yes;03/09/1995;Others;NoSewr ;Paved;RH;3.5;4.2;2.5;3.52
P09402;Chrompet;747;168;1;1;2;Family;Yes;22/12/2001;Commercial;AllPub;No Access;RM;4.9;2.7;2.7;3.36
P05560;Karapakkam;701;100;1;1;2;AbNormal;No;08/02/1990;House;NoSeWa;Gravel;RH;4.2;3;2;2.96
P09260;Velachery;1960;21;3;2;5;Normal Sale;Yes;22/02/1952;Commercial;NoSeWa;Gravel;A;2.5;2.8;4.4;3.21
P05451;Karapakkam;588;163;1;1;2;Partial;No;27/02/1986;Others;AllPub;Paved;RL;4.9;4.2;3.5;4.13
P06585;Karapakkam;1005;150;1;1;3;Partial;Yes;21/07/2001;Others;NoSewr ;Paved;RH;3.2;2.6;4.7;3.62
P01974;Karapakkam;1519;164;2;2;4;Normal Sale;No;08/01/2004;Others;ELO;No Access;A;3.1;2.4;3;2.85
P08238;KK Nagar;2178;24;3;2;5;Family;No;21/03/1979;Commercial;AllPub;Paved;RM;2.7;3.9;4;3.58
P01724;Karapakkam;896;72;1;1;3;Family;Yes;26/02/1982;Others;NoSeWa;Paved;RH;4.6;4.4;4.7;4.58
P00867;T Nagar;1735;69;1;1;4;AbNormal;Yes;15/06/1980;Commercial;NoSewr ;Gravel;RL;3.1;2.3;2.5;2.63
P08659;T Nagar;1720;187;1;1;4;Family;No;03/10/2000;House;NoSewr ;Paved;RH;3.9;3.6;2.3;3.105
P03019;Karapakkam;1451;32;2;2;4;Partial;No;22/06/1972;House;NoSeWa;No Access;I;3;2.8;5;3.74
P07253;Chrompet;889;133;1;1;3;Family;No;10/01/1994;Commercial;NoSeWa;Gravel;RM;4.2;4.7;2.8;3.98
P04793;Adyar;892;116;1;1;3;AbNormal;Yes;07/07/1980;Commercial;AllPub;Paved;A;4.9;2.9;2.9;3.5
P05718;KK Nagar;2314;27;4;2;6;AdjLand;Yes;10/01/1990;Others;NoSewr ;Paved;RM;5;2.8;2.9;3.5
P02977;KK Nagar;2461;184;4;2;6;Partial;No;27/06/1983;Others;NoSewr ;Gravel;RL;3.6;4.1;2.6;3.35
P06704;Chrompet;1038;163;1;1;3;AdjLand;No;29/06/1970;House;AllPub;Gravel;RM;2.9;2.8;3.6;3.07
P04095;Karapakkam;749;132;1;1;2;AbNormal;Yes;20/11/1964;House;NoSewr ;No Access;RH;4;3.8;3.2;3.62
P09140;Chrompet;918;190;1;1;3;Partial;No;28/03/1985;Commercial;NoSeWa;No Access;RM;3.6;2.7;4.2;3.42
P05362;Karapakkam;1537;65;2;2;4;AdjLand;No;17/03/1982;Commercial;ELO;Paved;RL;3.7;4.2;4.7;4.25
P02309;Karapakkam;1476;167;2;2;4;AbNormal;No;03/11/1979;Commercial;NoSewr ;Paved;RL;4.4;3.4;4.4;4.1
P02003;Velachery;1751;55;2;1;4;AbNormal;Yes;08/01/1970;Others;NoSeWa;Paved;RL;2.8;3.3;2.6;2.97
P03453;Velachery;1514;100;2;1;4;Partial;No;02/04/1971;Others;NoSewr ;Gravel;RH;2.2;4.8;4.9;4.18
P06156;Karapakkam;795;73;1;1;2;AbNormal;Yes;13/10/2000;House;NoSewr ;Gravel;RM;3.4;2.6;4.9;3.76
P02479;Chrompet;927;24;1;1;3;Normal Sale;No;29/09/1996;Commercial;NoSeWa;Paved;RL;3.1;2.2;3.3;2.8
P07507;Chrompet;961;15;1;1;3;AdjLand;No;24/10/1989;House;NoSeWa;Gravel;RL;3;4;3.1;3.43
P05651;KK Nagar;1610;181;2;1;4;AdjLand;Yes;21/01/1998;House;NoSewr ;Gravel;RH;3.8;4.3;2;3.23
P09296;Velachery;1948;194;3;2;5;AdjLand;No;06/02/1968;Others;AllPub;Paved;RH;3.7;4.4;3.2;3.87
P01033;Chrompet;756;176;1;1;2;AbNormal;Yes;17/02/1975;Commercial;ELO;No Access;RM;3.1;4.4;2.2;3.35
P07543;T Nagar;1643;128;1;1;4;AdjLand;Yes;18/10/1972;Commercial;ELO;Paved;RH;3.7;2.5;4.7;3.85
P02996;Anna Nagar;1916;15;2;1;5;Normal Sale;Yes;19/06/2003;Commercial;AllPub;Gravel;RM;4.3;2.9;2.5;3.23
P02232;Karapakkam;535;8;1;1;2;AbNormal;No;21/11/1964;Others;NoSeWa;No Access;RH;5;4;2.1;3.54
P03297;Karapakkam;1023;199;1;1;3;Partial;No;19/04/2005;Others;NoSewr ;Paved;A;4.9;2.8;2.9;3.47
P01104;Chrompet;872;166;1;1;3;Family;No;02/01/1983;Others;ELO;Gravel;RH;4.3;4.6;4.7;4.54
P08017;Chrompet;1005;196;1;1;3;Normal Sale;Yes;26/05/1987;Commercial;NoSeWa;Paved;RM;3.9;3;2.6;3.15
P09023;Chrompet;1083;176;1;1;3;AbNormal;No;17/05/1980;House;NoSewr ;No Access;RH;4.5;3.5;4;3.95
P05227;Karapakkam;879;158;1;1;2;Partial;Yes;15/04/1973;House;AllPub;Paved;RH;4.1;3.2;3.3;3.51
P05529;KK Nagar;1942;182;3;2;5;Normal Sale;Yes;14/02/1988;Commercial;AllPub;Gravel;RH;2.6;4.3;2.4;3.03
P03224;KK Nagar;1812;196;3;2;5;Partial;No;03/05/2004;Commercial;AllPub;Paved;RL;3.4;3.8;3.7;3.64
P06307;Chrompet;956;163;1;1;3;AdjLand;No;23/09/1980;Others;AllPub;Gravel;RM;2.2;3.3;4.1;3.21
P08462;Chrompet;1196;116;1;1;3;AbNormal;No;25/12/2002;Others;AllPub;Gravel;RM;3.5;4.5;4.3;
P02216;Velachery;1538;124;2;1;4;Family;No;18/11/1989;Commercial;NoSewr ;No Access;C;2.9;4.3;4.8;4.1
P04328;T Nagar;1886;158;2;1;5;Normal Sale;Yes;25/09/1996;House;AllPub;Gravel;RH;2.3;3.2;3.5;3.065
P03262;Chrompet;911;84;1;1;3;Partial;Yes;02/05/1978;Others;ELO;No Access;RH;3.8;3.8;2;3.26
P00203;T Nagar;1849;173;2;1;5;AbNormal;Yes;27/09/2007;Others;NoSewr ;Gravel;RM;3.9;4.1;4;3.995
P00074;Chrompet;1069;55;1;1;3;Normal Sale;Yes;31/12/1993;Others;AllPub;Gravel;RH;2.5;4.6;4.9;4.06
P00626;Anna Nagar;1537;37;1;1;4;Normal Sale;No;28/11/1994;Commercial;NoSewr ;Paved;RM;3.6;4.2;3.4;3.67
P02770;Chrompet;1083;101;1;1;3;Partial;Yes;11/08/1974;Others;AllPub;Paved;RL;4.8;3.5;3;3.74
P04675;Chrompet;771;163;1;1;2;AbNormal;No;23/07/2002;Commercial;NoSeWa;Gravel;RL;4.7;2.5;4.5;3.76
P09760;Velachery;1731;184;2;1;4;Partial;No;17/09/1961;Commercial;NoSewr ;Paved;RH;2.4;4.2;4.3;3.78
P03379;KK Nagar;1650;72;2;1;4;AdjLand;No;08/04/2003;Commercial;NoSewr ;Gravel;RL;3.2;4;5;4.16
P00429;Chrompet;845;65;1;1;3;Partial;No;23/04/2004;Commercial;NoSewr ;No Access;RL;3.3;3.3;3.2;3.27
P08509;Anna Nagar;1586;14;1;1;4;AbNormal;No;08/12/1987;House;NoSeWa;No Access;RL;2.5;2.8;4.9;3.535
P07235;T Nagar;1917;4;2;1;5;AbNormal;No;20/01/1977;Others;AllPub;No Access;RH;2.5;3.4;2.4;2.68
P04179;Karapakkam;679;169;1;1;2;AbNormal;Yes;26/10/1991;House;AllPub;No Access;A;3.5;4.3;2;3.14
P03499;Chrompet;1280;185;2;1;4;Family;No;17/03/2004;Commercial;NoSeWa;No Access;RM;3.6;2.7;2.4;2.88
P00486;Anna Nagar;1740;36;1;1;4;AdjLand;Yes;18/03/1983;House;NoSewr ;Gravel;RL;4.4;4.1;2.3;3.485
P07128;KK Nagar;1636;85;2;1;4;AdjLand;No;21/02/1979;House;NoSewr ;Paved;RL;4.6;4.8;3.8;4.34
P04737;KK Nagar;1615;10;2;1;4;Partial;No;11/07/1993;Commercial;NoSeWa;Gravel;RH;4.4;3.5;4.5;4.17
P01530;Adyar;1253;122;2;2;4;AdjLand;Yes;29/03/1988;Commercial;NoSewr ;Paved;C;4.3;2.2;2.3;2.88
P09235;Adyar;1279;44;2;2;4;AbNormal;No;20/02/1990;Commercial;NoSewr ;Paved;I;2.5;3.2;4.2;3.49
P01305;Anna Nagar;1571;124;1;1;4;Partial;Yes;28/08/1987;Others;NoSewr ;Paved;RL;3.9;2.5;4.8;3.91
P01783;Adyar;1252;177;2;2;4;Family;Yes;19/02/1972;House;NoSeWa;Paved;RH;2.9;5;3.2;3.47
P00343;Chrompet;1052;159;1;1;3;Normal Sale;No;24/06/2004;Others;NoSewr ;No Access;RH;4.4;2;4.4;3.44
P06572;Karapakkam;958;119;1;1;3;Family;No;29/07/1983;Others;NoSewr ;No Access;RL;3.4;5;4.1;4.16
P01688;Chrompet;871;1;1;1;3;Normal Sale;Yes;05/03/1981;Others;ELO;Paved;RL;2.1;2.9;3.9;2.96
P03279;Karapakkam;728;97;1;1;2;AdjLand;No;28/04/1978;House;NoSeWa;No Access;A;4.1;4.1;3.5;3.86
P08921;Velachery;1741;109;2;1;4;AdjLand;No;18/06/2002;Others;NoSewr ;No Access;RM;4.4;5;2.4;4.07
P08011;Chrompet;831;187;1;1;3;Normal Sale;No;26/05/1994;House;ELO;No Access;RH;2.8;4.7;2.6;3.5
P06774;Chrompet;1002;132;1;1;3;AdjLand;Yes;05/06/1983;Others;NoSeWa;Paved;RH;5;4.7;3.2;4.34
P09093;Chrompet;721;73;1;1;2;AdjLand;No;15/04/1981;Others;AllPub;Gravel;RM;2.3;2;2.8;2.33
P00137;Ann Nagar;1704;133;1;1;4;Partial;Yes;17/11/2003;House;NoSewr ;No Access;RH;2;2.7;2.2;2.255
P01782;Velachery;1527;176;2;1;4;Partial;No;12/02/2000;Others;NoSewr ;Paved;C;3.4;3.3;2.4;3.06
P08107;Chrompet;1110;71;1;1;3;Family;Yes;03/05/1975;Commercial;NoSeWa;No Access;RH;3.5;2.4;3.6;3.09
P03229;Karapakkam;1647;170;2;2;4;AbNormal;Yes;05/05/1989;Others;NoSewr ;Gravel;RM;2.4;4;2.8;3.04
P08964;Chrompet;969;60;1;1;3;AdjLand;No;08/06/1983;Commercial;NoSewr ;Gravel;RL;4.4;2;2.8;2.96
P03216;Karapakkam;593;124;1;1;2;Family;Yes;10/05/1983;Others;NoSeWa;Paved;RL;3.6;3.3;3.9;3.63
P05035;Anna Nagar;1505;174;1;1;4;Partial;No;18/05/1991;Commercial;AllPub;No Access;RM;3.5;3.5;4.1;3.74
P04901;Velachery;1976;39;3;2;5;Normal Sale;No;12/06/1992;House;AllPub;Paved;A;4.6;3.7;2.2;3.48
P03727;Adyar;995;26;1;1;3;AbNormal;Yes;31/01/1977;Others;AllPub;No Access;I;2;2.8;2.7;2.51
P04841;Chrompet;1159;90;1;1;3;Family;Yes;29/06/1974;House;ELO;Gravel;RH;4.3;3.3;2.6;3.39
P08904;Velachery;1500;138;2;1;4;AdjLand;Yes;09/07/1952;House;NoSewr ;No Access;I;4.8;2.2;2.5;2.94
P01504;Chrompet;1224;153;2;1;4;Family;No;06/04/1982;House;AllPub;Gravel;RH;3.3;2.4;4.3;3.24
P04206;Karapakkam;1290;100;1;1;3;AbNormal;Yes;23/10/1984;House;ELO;Gravel;RL;5;3.2;2.6;3.5
P05133;Karapakkam;1462;68;2;2;4;Family;No;29/04/1986;Others;NoSeWa;Gravel;RM;2.7;3.3;3.6;3.24
P02796;Karapakkam;1296;166;1;1;3;Partial;Yes;26/07/2000;Others;AllPub;No Access;C;3.7;2.7;2;2.72
P01785;Chrompet;1227;151;2;1;4;Partial;Yes;10/02/2007;House;NoSewr ;Paved;RM;3.8;3.2;4.8;3.86
P02558;Karapakkam;851;105;1;1;2;Partial;No;18/09/1982;House;AllPub;No Access;C;4;3.8;2.5;3.34
P02443;Karapakkam;1484;75;2;2;4;Family;Yes;06/10/1999;Others;NoSeWa;Paved;RH;4.8;4.7;4.5;4.65
P09836;Velachery;1879;166;3;2;5;Normal Sale;No;28/03/1973;House;AllPub;No Access;RM;4.3;2.3;3;3.01
P05511;Karapakkam;739;41;1;1;2;Normal Sale;No;22/02/1968;Commercial;AllPub;Paved;RH;3.6;2.7;4;3.49
P02516;KK Nagar;2351;28;4;2;6;AdjLand;No;25/09/1987;Commercial;NoSeWa;Gravel;RL;2.9;3.9;2.2;2.92
P09347;Velachery;1519;109;2;1;4;Partial;Yes;19/01/1963;Commercial;AllPub;No Access;RH;3.4;4;4;3.85
P07563;Velachery;1625;2;2;1;4;Normal Sale;No;07/10/1991;Commercial;NoSewr ;Paved;RH;3.4;4.8;4.5;4.36
P07614;KK Nagar;2470;188;4;2;6;AdjLand;No;29/09/1979;Others;NoSewr ;Gravel;RH;4.7;2.7;3.5;3.62
P08322;Chrompet;1066;184;1;1;3;AdjLand;No;20/02/1987;Others;NoSeWa;Gravel;RM;2.9;3.1;2.5;2.86
P02929;KK Nagar;2358;80;4;2;6;AdjLand;Yes;03/07/1990;Others;NoSewr ;Paved;RM;3.5;4.3;2.7;3.42
P00289;Chrompet;1101;95;1;1;3;AbNormal;Yes;22/07/2008;Commercial;NoSeWa;Paved;RH;4.5;3.8;4.4;4.19
P03926;Karapakkam;1613;151;2;2;4;Family;Yes;20/12/1979;Others;ELO;Gravel;RL;4.8;4.4;4.6;4.6
P00404;Anna Nagar;1906;46;2;1;5;Partial;Yes;16/05/1997;Others;NoSewr ;Gravel;RH;4.9;3.7;4;4.24
P02210;Karapakkam;1164;0;1;1;3;AbNormal;Yes;19/11/1988;Others;NoSeWa;No Access;RM;3;2.9;4.2;3.45
P01760;Velachery;1547;23;2;1;4;AbNormal;No;23/02/1965;Others;ELO;Gravel;RM;4.9;3.5;2.5;3.55
P04245;Karapakkam;584;59;1;1;2;Partial;Yes;18/10/1965;Commercial;AllPub;No Access;C;2.4;3.7;4.7;3.71
P08394;Adyar;1065;81;1;1;3;Family;No;17/01/2003;House;ELO;Gravel;A;4.3;3.8;3.6;3.85
P00832;T Nagar;1634;11;1;1;4;Partial;Yes;03/07/1982;House;NoSewr ;Paved;RM;4.8;3.3;2.6;3.435
P01170;Anna Nagar;1874;10;2;1;5;Partial;Yes;23/11/1985;Others;AllPub;No Access;RM;2.6;3.2;4.9;3.67
P08459;Chrompet;714;109;1;1;2;AbNormal;No;29/12/1988;House;AllPub;Gravel;RM;3;2.7;4.7;3.39
