PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P02320,Karapakkam,1346,24-10-2011,84,2.0,2.0,4,Partial,Yes,04-11-1967,House,NoSewr ,Gravel,I,4.1,4.2,4.0,4.09,319963,133938,7441000
P03457,KK Nagar,2360,23-03-2011,171,4.0,2.0,6,Normal Sale,Yes,25-03-2002,Commercial,NoSewr ,Paved,RM,2.0,3.9,4.6,3.61,693566,495405,19816180
P03880,Karapakkam,1369,23-12-2010,106,2.0,2.0,4,AdjLand,No,26-12-1996,Others,NoSeWa,No Access,RL,3.6,4.8,2.1,3.36,246524,143143,7952375
P02778,Adyar,1182,30-07-2011,193,1.0,1.0,3,Partial,No,31-07-2006,Commercial,NoSeWa,No Access,RL,4.9,2.3,2.2,3.03,488617,66029,13205875
P05978,KK Nagar,2331,17-11-2009,159,4.0,2.0,6,Normal Sale,Yes,21-11-1992,House,NoSeWa,Paved,RM,2.4,2.8,4.4,3.32,525872,269349,12826140
P09666,Velachery,1507,08-04-2006,50,2.0,1.0,4,AbNormal,Yes,18-04-1967,Others,ELO,No Access,RM,4.9,4.8,3.1,4.32,381466,210810,10038580
P05261,KK Nagar,2179,30-03-2010,132,3.0,2.0,5,AbNormal,Yes,06-04-1981,Commercial,AllPub,Paved,RL,4.2,4.8,3.8,4.22,589346,357180,17858980
P09728,Velachery,1973,03-11-2005,171,3.0,2.0,5,Normal Sale,No,05-11-1997,Commercial,NoSeWa,No Access,RM,2.0,5.0,4.6,4.13,575556,246667,16444460
P03968,Adyar,983,03-12-2010,29,1.0,1.0,3,Partial,No,11-12-1976,Other,ELO,Gravel,C,5.0,2.8,3.6,3.86,225866,14117,7058310
P07317,Velachery,1680,21-12-2008,24,2.0,1.0,4,Family,Yes,23-12-2001,House,ELO,No Access,A,3.3,4.4,2.5,3.56,259637,59346,7418190
P08674,T Nagar,1929,25-09-2007,180,2.0,1.0,5,AdjLand,No,27-09-1999,House,AllPub,Paved,RH,4.4,4.8,2.7,3.735,527232,184531,13180810
P01385,Anna Nagar,1789,17-06-2012,11,1.0,1.0,4,Normal Sale,Yes,26-06-1978,Commercial,NoSeWa,Gravel,RM,4.9,2.6,2.6,3.405,860513,279667,21512830
P06884,KK Nagar,1934,29-04-2009,165,3.0,2.0,5,AbNormal,Yes,02-05-1996,Others,NoSeWa,Paved,RH,3.1,4.0,3.5,3.53,349486,191654,11273740
P02404,Chrompet,862,11-10-2011,124,1.0,1.0,3,Partial,No,16-10-1991,House,ELO,No Access,RM,3.2,3.0,3.5,3.21,208353,86215,7184600
P09783,Velachery,1991,28-07-2005,150,3.0,2.0,5,Partial,Yes,31-07-1992,House,NoSeWa,Paved,RH,3.4,2.2,2.5,2.59,357515,189273,10515160
P01671,Velachery,1697,28-02-2012,26,2.0,1.0,4,Normal Sale,No,13-03-1957,Others,AllPub,Gravel,RH,2.9,3.9,2.2,3.14,316343,143792,9586150
P08466,Chrompet,1295,23-12-2007,126,2.0,1.0,4,Partial,Yes,31-12-1972,Others,NoSeWa,Gravel,RM,4.9,2.7,2.2,3.21,335049,173301,11553400
P06188,Karapakkam,1302,08-10-2009,143,1.0,1.0,3,AdjLand,No,20-10-1960,Others,AllPub,No Access,RL,3.1,2.1,3.8,3.08,303786,72330,7233000
P08439,Chrompet,1121,31-12-2007,44,1.0,1.0,3,AdjLand,No,10-01-1968,House,ELO,No Access,RH,2.1,4.8,2.6,3.33,214830,93093,7161000
P00508,Chrompet,976,14-02-2014,170,1.0,1.0,3,AdjLand,Yes,19-02-1993,House,NoSewr ,Paved,RL,2.7,2.0,2.7,2.42,231444,138866,9257750
P09246,Chrompet,793,13-02-2007,146,1.0,1.0,2,Family,Yes,15-02-1997,Others,NoSewr ,No Access,RM,2.1,2.0,3.1,2.36,217563,95728,8702510
P00595,Anna Nagar,1614,10-12-2013,119,1.0,1.0,4,Partial,Yes,21-12-1970,Others,ELO,Paved,RH,4.5,3.2,3.6,3.815,443783,143930,11994130
P08368,Anna Nagar,1589,27-01-2008,48,1.0,1.0,4,Normal Sale,Yes,29-01-2000,House,NoSeWa,No Access,RL,4.5,3.2,4.8,4.295,372788,156330,12025410
P07456,T Nagar,1922,04-11-2008,25,2.0,1.0,5,Normal Sale,Yes,15-11-1966,House,AllPub,Paved,RH,3.7,4.6,4.6,4.33,475615,171750,13211540
P04022,Karapakkam,1388,23-11-2010,102,2.0,2.0,4,Family,No,28-11-1990,Commercial,NoSewr ,Paved,RM,3.1,4.2,4.3,3.91,544364,130174,11834000
P04384,Karapakkam,1404,12-09-2010,66,2.0,2.0,4,Family,No,15-09-1997,House,ELO,Gravel,C,5.0,3.9,4.8,4.59,223372,131395,6569750
P08081,Adyar,837,02-05-2008,2,1.0,1.0,3,Normal Sale,No,11-05-1974,Others,NoSeWa,Paved,RL,3.4,2.0,2.2,2.52,256170,48032,8005310
P08236,KK Nagar,2178,13-03-2008,119,3.0,2.0,5,Partial,No,16-03-1997,Commercial,NoSewr ,Paved,RM,3.8,2.6,4.4,3.68,641433,190696,17336020
P06423,Karapakkam,1270,22-08-2009,171,1.0,1.0,3,Normal Sale,Yes,25-08-1997,Commercial,AllPub,No Access,C,3.6,2.1,3.5,3.11,461678,216706,9422000
P07342,Adyar,962,14-12-2008,15,1.0,1.0,3,AbNormal,No,17-12-1997,Others,ELO,Paved,A,2.1,3.0,2.1,2.28,235848,95614,6374265
P03311,Karapakkam,704,15-04-2011,6,1.0,1.0,2,Normal Sale,Yes,23-04-1978,House,ELO,Gravel,RM,5.0,2.5,4.6,4.09,315567,177025,7696750
P04180,Karapakkam,654,21-10-2010,143,1.0,1.0,2,AbNormal,Yes,22-10-2004,Commercial,NoSeWa,Paved,C,3.3,3.1,4.8,3.84,290444,114827,6754500
P03319,T Nagar,1504,14-04-2011,136,1.0,1.0,4,AdjLand,Yes,15-04-2006,Commercial,AllPub,Gravel,RM,3.4,2.5,3.7,3.31,509070,162902,20362800
P06317,Karapakkam,1436,14-09-2009,28,2.0,2.0,4,AbNormal,No,25-09-1967,Commercial,AllPub,Gravel,RL,4.5,4.5,2.9,3.86,401183,106196,11799500
P08851,Adyar,1185,25-07-2007,130,1.0,1.0,3,Partial,No,31-07-1982,Others,NoSeWa,Gravel,RH,2.9,3.2,4.7,3.86,312163,37838,9459475
P07713,Chrompet,723,24-08-2008,178,1.0,1.0,2,Family,Yes,28-08-1993,Commercial,NoSeWa,No Access,RM,2.5,4.9,3.4,3.73,341109,181214,10659650
P08211,KK Nagar,2033,22-03-2008,99,3.0,2.0,5,AbNormal,Yes,30-03-1979,Others,NoSeWa,Paved,RM,3.2,4.1,4.1,3.83,438509,162875,12528840
P05729,Adyar,952,03-01-2010,167,1.0,1.0,3,Partial,No,09-01-1987,Commercial,NoSewr ,Gravel,C,3.5,4.7,4.1,4.04,422082,158281,10552045
P01767,KK Nagar,1420,11-02-2012,161,2.0,1.0,4,Normal Sale,No,16-02-1992,Commercial,AllPub,Gravel,RM,4.4,4.0,4.1,4.16,607130,234573,13798400
P03257,T Nagar,1637,25-04-2011,99,1.0,1.0,4,Family,Yes,06-05-1967,House,NoSeWa,No Access,RM,2.6,3.8,2.8,2.99,476207,95241,11905180
P03474,Adyar,1064,20-03-2011,75,1.0,1.0,3,Partial,No,22-03-2000,Commercial,NoSeWa,Gravel,RM,3.6,3.7,4.4,4.02,561539,168462,14038465
P05086,Karapakkam,1464,03-05-2010,39,2.0,2.0,4,Partial,Yes,15-05-1961,House,AllPub,No Access,RL,2.5,4.0,3.3,3.27,286112,92793,7732750
P00192,Anna Nagar,1562,10-10-2014,161,1.0,1.0,4,AdjLand,Yes,21-10-1970,Commercial,NoSeWa,No Access,RH,2.1,3.5,2.4,2.57,657946,259716,17314380
P08742,Velachery,1908,04-09-2007,187,3.0,2.0,5,Partial,No,17-09-1954,Others,NoSewr ,Gravel,RH,4.8,4.9,3.7,4.52,346641,112148,10195310
P03517,KK Nagar,2222,11-03-2011,20,4.0,2.0,6,Partial,Yes,12-03-2005,Commercial,AllPub,Gravel,RL,2.2,4.2,2.5,2.92,561790,355800,18726320
P05958,KK Nagar,2460,21-11-2009,51,4.0,2.0,6,Partial,Yes,23-11-2002,Commercial,NoSewr ,Paved,RL,2.2,3.7,2.1,2.61,698009,174502,19389140
P09500,Chrompet,963,07-11-2006,64,1.0,1.0,3,Partial,Yes,08-11-2002,Commercial,ELO,Paved,RL,3.0,4.4,2.7,3.47,338332,100246,12530800
P03342,T Nagar,1639,11-04-2011,42,1.0,1.0,4,Partial,No,18-04-1980,House,ELO,Gravel,RM,3.6,3.4,2.8,,337157,192661,12041320
P05290,Velachery,1853,24-03-2010,17,3.0,2.0,5,Partial,Yes,05-04-1961,House,NoSeWa,No Access,RL,4.2,4.1,2.6,3.68,302791,75698,9462230
P07808,KK Nagar,2163,26-07-2008,148,3.0,2.0,5,AbNormal,Yes,02-08-1981,Commercial,NoSewr ,Gravel,RM,4.3,4.9,3.1,4.0,732043,150163,18770340
P02738,Karapakkam,916,08-08-2011,113,1.0,1.0,3,Normal Sale,Yes,19-08-1966,Others,NoSeWa,Gravel,A,3.4,5.0,2.0,3.32,266278,114119,5434250
P07212,Adyar,1289,19-01-2009,70,2.0,2.0,4,Normal Sale,No,29-01-1969,Commercial,AllPub,Gravel,RH,3.2,3.9,2.3,2.89,512208,87807,14634500
P04598,Karapakkam,1048,03-08-2010,129,1.0,1.0,3,Partial,No,06-08-1998,Others,NoSewr ,Gravel,I,3.9,2.6,3.8,3.47,227885,97665,6511000
P01931,Anna Nagar,1631,13-01-2012,121,1.0,1.0,4,AbNormal,Yes,18-01-1991,Others,ELO,No Access,RH,4.5,2.5,4.9,4.16,392056,171525,12251750
P07124,Chrompet,780,15-02-2009,41,1.0,1.0,2,AdjLand,No,22-02-1982,Others,NoSeWa,No Access,RM,2.5,2.1,4.1,2.82,222866,69165,7685050
P09631,Velachery,1670,26-05-2006,52,2.0,1.0,4,AbNormal,Yes,29-05-1994,House,ELO,Paved,A,4.9,4.0,4.8,4.47,309829,81534,8153390
P01766,KK Nagar,1880,11-02-2012,88,3.0,2.0,5,Partial,Yes,15-02-1994,Commercial,AllPub,Gravel,RM,3.2,2.8,4.2,3.48,531165,376956,17134360
P05436,Velachery,1891,24-02-2010,51,3.0,2.0,5,AbNormal,Yes,07-03-1965,Others,AllPub,Paved,RM,3.9,4.6,4.2,4.31,430619,147641,12303400
P09798,Velachery,1845,23-06-2005,45,3.0,2.0,5,Partial,Yes,29-06-1982,Others,NoSewr ,Gravel,RH,2.1,4.0,2.7,3.14,376053,170933,11395560
P09221,Adyar,653,20-02-2007,119,1.0,1.0,2,Family,Yes,23-02-1993,House,NoSewr ,Gravel,A,3.4,3.6,3.0,3.24,224183,48472,6059010
P05607,Adyar,854,26-01-2010,54,1.0,1.0,3,Normal Sale,Yes,04-02-1976,Commercial,NoSeWa,Gravel,RH,4.9,2.4,2.4,3.15,441832,71648,11941410
P02137,Karapakkam,703,02-12-2011,171,1.0,1.0,2,AdjLand,Yes,04-12-2003,House,ELO,Gravel,RH,4.3,3.8,4.0,4.03,318582,101367,7240500
P05499,Adyar,863,13-02-2010,26,1.0,1.0,3,AbNormal,Yes,15-02-2003,House,NoSeWa,Paved,A,3.1,3.7,3.1,3.22,199110,59733,6637005
P08997,Anna Nagar,1919,19-05-2007,5,2.0,1.0,5,Family,No,28-05-1970,House,ELO,No Access,RM,2.9,3.9,4.7,3.87,492330,123082,12308240
P07437,Adyar,667,08-11-2008,85,1.0,1.0,2,AbNormal,Yes,17-11-1972,Others,NoSeWa,Gravel,I,3.1,3.4,3.3,3.26,273576,110909,7393940
P03753,KK Nagar,2114,16-01-2011,106,3.0,2.0,5,AbNormal,No,21-01-1991,Commercial,NoSeWa,Gravel,RL,5.0,2.8,4.8,4.26,778771,406315,16929800
P07776,KK Nagar,1486,07-08-2008,6,2.0,1.0,4,AbNormal,No,09-08-2003,Commercial,NoSewr ,Paved,RH,3.4,4.9,3.1,3.73,439240,213345,12549700
P08856,Anna Nagar,1529,24-07-2007,191,1.0,1.0,4,AbNormal,Yes,01-08-1972,House,AllPub,Gravel,RH,4.9,4.9,4.2,4.62,479428,59929,11985700
P09358,Chrompet,1142,07-01-2007,131,1.0,1.0,3,AbNormal,Yes,09-01-1999,Others,NoSewr ,Gravel,RM,2.2,3.3,4.9,3.45,338069,128233,11657540
P01137,Anna Nagar,1970,04-12-2012,77,2.0,1.0,5,Normal Sale,No,12-12-1980,Others,NoSeWa,Gravel,RM,4.4,2.0,4.8,3.96,577955,197721,15209340
P08230,Chrompet,1184,16-03-2008,197,1.0,1.0,3,AdjLand,Yes,26-03-1968,House,AllPub,Gravel,RH,4.2,4.8,5.0,4.68,317773,59582,9930400
P06713,Anna Nagar,1819,18-06-2009,63,2.0,1.0,5,Normal Sale,No,22-06-1993,House,NoSewr ,Gravel,RM,4.5,4.7,3.1,3.99,495469,206445,13763020
P01856,Karapakkam,1392,26-01-2012,33,2.0,2.0,4,AdjLand,Yes,05-02-1969,House,NoSeWa,No Access,RM,2.0,2.4,4.4,3.08,315952,102471,8539250
P08609,T Nagar,1904,24-10-2007,57,2.0,1.0,5,AdjLand,Yes,03-11-1965,House,NoSeWa,Gravel,RM,3.6,2.7,4.8,3.915,553383,239301,14956290
P05310,Adyar,730,21-03-2010,87,1.0,1.0,2,Partial,Yes,26-03-1989,House,NoSeWa,Gravel,RH,2.7,3.0,2.8,2.81,264504,54457,7779515
P05596,Chrompet,724,28-01-2010,36,1.0,1.0,2,Family,No,04-02-1983,Others,ELO,Paved,RL,3.0,4.2,3.8,3.72,204007,84417,7034730
P03174,Karapakkam,817,12-05-2011,28,1.0,1.0,2,AdjLand,Yes,15-05-1999,Commercial,NoSeWa,No Access,RH,4.9,3.2,4.1,4.07,378405,75681,8409000
P05862,Adyar,1143,08-12-2009,101,1.0,1.0,3,Normal Sale,No,15-12-1982,Commercial,NoSeWa,Paved,RM,3.3,2.3,4.2,3.55,566504,84976,14162605
P06948,Anna Nagar,1977,12-04-2009,88,2.0,1.0,5,Family,Yes,13-04-2004,Commercial,AllPub,Paved,RH,4.2,2.4,3.6,3.51,883120,132468,22078000
P03912,Adyar,1046,16-12-2010,138,1.0,1.0,3,Normal Sale,No,23-12-1982,Commercial,NoSeWa,No Access,I,4.0,2.0,2.2,2.7,408888,129123,10760220
P08909,T Nagar,1846,24-06-2007,190,2.0,1.0,5,Normal Sale,No,02-07-1973,Others,NoSewr ,No Access,RH,2.8,2.0,5.0,3.59,446535,173653,12403760
P01639,Karapakkam,946,04-03-2012,191,1.0,1.0,3,Family,No,15-03-1970,Others,ELO,No Access,RM,2.2,2.5,2.0,2.21,191030,117083,6162250
P05474,Chrompet,723,18-02-2010,121,1.0,1.0,2,AbNormal,Yes,26-02-1980,Commercial,AllPub,Paved,RL,2.9,4.8,4.3,4.08,332515,160895,10726300
P00350,T Nagar,1932,13-06-2014,93,2.0,1.0,5,Partial,Yes,14-06-2009,Others,AllPub,No Access,RM,4.6,3.4,4.2,4.12,569795,230998,15399860
P07373,Anna Nagar,1758,05-12-2008,164,1.0,1.0,4,Partial,Yes,16-12-1966,Commercial,AllPub,No Access,RL,3.5,2.9,4.0,3.55,713565,231426,19285540
P04258,Karapakkam,1678,04-10-2010,147,2.0,2.0,4,Normal Sale,No,16-10-1963,Others,NoSeWa,No Access,I,2.2,4.3,4.1,3.59,236793,169138,6765500
P01713,Karapakkam,1622,21-02-2012,78,2.0,2.0,4,AbNormal,Yes,03-03-1970,House,ELO,No Access,I,2.7,4.6,3.4,3.55,293727,69935,6993500
P03636,Anna Nagar,1738,10-02-2011,170,1.0,1.0,4,Normal Sale,Yes,19-02-1975,Commercial,NoSeWa,Paved,RH,3.1,2.3,3.1,2.9,692673,211650,19240920
P01216,Chrompet,894,20-10-2012,89,1.0,1.0,3,AbNormal,No,27-10-1984,Commercial,NoSeWa,No Access,RM,2.9,4.6,2.6,3.49,337354,97942,10882400
P08279,T Nagar,1541,01-03-2008,184,1.0,1.0,4,AbNormal,No,05-03-1995,Others,AllPub,No Access,RM,4.5,2.5,2.8,3.235,463319,125221,12522140
P03138,Chrompet,1229,19-05-2011,10,2.0,1.0,4,Family,No,21-05-2001,Commercial,AllPub,Paved,RH,4.4,4.5,4.0,4.32,349999,94231,13461500
P08024,Adyar,819,17-05-2008,7,1.0,1.0,3,Normal Sale,No,21-05-1995,House,AllPub,No Access,RL,3.7,2.9,3.0,3.19,269438,14969,7484395
P05173,Adyar,1299,15-04-2010,20,2.0,2.0,4,Normal Sale,No,25-04-1970,Commercial,ELO,Gravel,RM,4.5,3.3,4.6,4.31,553550,205604,15815700
P06694,Anna Nagar,1867,23-06-2009,117,2.0,1.0,5,Partial,No,27-06-1993,Commercial,AllPub,No Access,RM,3.9,4.4,2.5,3.465,612608,102101,20420270
P02264,Velachery,1696,03-11-2011,63,2.0,1.0,4,AbNormal,No,06-11-1996,Others,ELO,Paved,RH,3.3,2.3,3.0,2.76,303203,142127,9475100
P05659,KK Nagar,1325,17-01-2010,143,1.0,1.0,3,AbNormal,No,23-01-1987,House,NoSewr ,Paved,RM,3.8,4.8,2.4,3.54,347098,147517,8677460
P00659,Ana Nagar,1894,02-11-2013,189,2.0,1.0,5,AdjLand,Yes,12-11-1973,Others,ELO,No Access,RL,5.0,5.0,3.9,4.56,457933,243277,14310420
P06554,Chrompet,751,25-07-2009,162,1.0,1.0,2,AbNormal,Yes,29-07-1992,Others,ELO,No Access,RM,4.3,4.4,3.9,4.22,279992,127269,8484620
P02686,Anna Nagar,1928,18-08-2011,148,2.0,1.0,5,Partial,No,20-08-2001,House,AllPub,No Access,RH,3.4,4.1,2.4,3.175,466682,105003,11667050
P02590,KK Nagar,1778,06-09-2011,147,3.0,2.0,5,AbNormal,Yes,13-09-1981,House,AllPub,Gravel,RH,3.3,4.2,4.7,4.13,357068,220542,10502000
P05779,KK Nagar,2318,24-12-2009,17,4.0,2.0,6,Ab Normal,Yes,28-12-1995,Commercial,NoSeWa,Paved,RL,3.1,3.3,3.2,3.2,616773,149521,18690080
P08795,Velachery,1822,14-08-2007,140,3.0,2.0,5,Partial,No,20-08-1982,Commercial,AllPub,No Access,RH,2.9,4.2,2.0,3.22,472639,111209,13901150
P05024,Karapakkam,1282,15-05-2010,17,1.0,1.0,3,AdjLand,Yes,27-05-1961,House,NoSewr ,Paved,A,4.1,3.6,2.9,3.47,267433,75579,5813750
P02183,Chrompet,1149,22-11-2011,191,1.0,1.0,3,Partial,No,25-11-1996,Commercial,AllPub,No Access,RL,2.5,2.1,2.2,2.25,344866,73900,12316650
P05680,Karapakkam,1070,13-01-2010,67,1.0,1.0,3,Family,Yes,21-01-1980,Commercial,NoSewr ,Gravel,I,3.6,4.9,3.8,4.07,447465,136185,9727500
P06553,Chrompet,768,25-07-2009,77,1.0,1.0,2,Partial,Yes,03-08-1973,House,ELO,No Access,RM,4.5,2.1,4.3,3.48,216410,89549,7462400
P06683,Chrompet,749,26-06-2009,180,1.0,1.0,2,Normal Sale,No,02-07-1987,Commercial,ELO,Gravel,RH,3.3,2.6,4.1,3.26,240198,124903,9607900
P02823,Chrompet,1133,19-07-2011,96,1.0,1.0,3,Family,Yes,23-07-1995,House,NoSeWa,Gravel,RH,2.4,5.0,4.9,4.19,236700,37872,9468000
P05844,KK Nagar,2284,12-12-2009,143,4.0,2.0,6,Normal Sale,No,14-12-2002,Commercial,NoSeWa,Gravel,RH,4.2,3.1,3.4,3.55,580554,334258,17592540
P00159,Chrompet,1255,02-11-2014,129,2.0,1.0,4,AdjLand,No,11-11-1977,House,ELO,Gravel,RM,3.6,3.8,4.7,4.01,296466,92007,10222950
P02385,T Nagar,1970,15-10-2011,193,2.0,1.0,5,AdjLand,Yes,25-10-1971,Others,NoSewr ,Gravel,RL,4.7,3.7,4.4,4.315,626088,208696,16053550
P04782,T Nagar,1950,01-07-2010,130,2.0,1.0,5,Partial,No,12-07-1966,Others,ELO,Paved,RH,3.9,4.0,3.6,3.79,331637,89287,12755280
P05960,Karapakkam,1154,20-11-2009,170,1.0,1.0,3,Family,No,23-11-1997,House,NoSewr ,Paved,RM,3.5,4.7,5.0,4.46,236400,70920,7880000
P00156,Chrompet,1043,06-11-2014,143,1.0,1.0,3,AbNormal,Yes,13-11-1984,Others,ELO,No Access,RH,3.9,3.7,2.7,3.46,224570,66539,8317410
P05341,KK Nagar,2325,14-03-2010,99,4.0,2.0,6,AbNormal,No,19-03-1988,House,AllPub,Paved,RM,2.7,3.3,4.4,3.56,561577,286763,11948440
P06999,Chrompet,762,28-03-2009,133,1.0,1.0,2,Family,Yes,02-04-1990,Others,AllPub,Gravel,RL,2.5,2.1,2.4,2.31,252022,126011,9000790
P09416,Adyar,817,16-12-2006,40,1.0,1.0,3,Partial,No,19-12-1994,Commercial,NoSeWa,Paved,RM,4.6,4.1,4.1,4.25,346796,173398,11559880
P08246,KK Nagar,1474,11-03-2008,167,2.0,1.0,4,Partial,No,17-03-1986,House,NoSewr ,Gravel,RL,4.6,3.1,2.5,3.31,290586,79251,8805640
P03295,Karapakkam,647,18-04-2011,10,1.0,1.0,2,AdjLand,Yes,27-04-1974,House,AllPub,Gravel,A,3.1,2.2,3.6,3.03,198850,104396,4971250
P03940,Chrompet,945,08-12-2010,5,1.0,1.0,3,AbNormal,No,16-12-1979,Commercial,NoSewr ,Gravel,RH,4.3,3.8,5.0,4.31,338558,169279,11285250
P01384,Chrompet,1191,18-06-2012,102,1.0,1.0,3,Partial,Yes,28-06-1972,Commercial,AllPub,Paved,RH,4.2,5.0,3.0,4.16,333890,93489,13355600
P09147,T Nagar,1924,19-03-2007,139,2.0,1.0,5,Family,No,27-03-1975,Others,AllPub,Paved,RL,2.0,2.0,2.2,2.09,372072,179146,13780460
P09755,Velachery,1626,14-09-2005,63,2.0,1.0,4,Partial,Yes,24-09-1967,Others,NoSeWa,No Access,RH,2.3,4.7,2.2,3.35,279030,189020,9000960
P08426,Chrompet,1212,07-01-2008,131,2.0,1.0,4,Partial,No,11-01-1992,Others,ELO,Gravel,RL,2.5,2.0,3.4,2.57,274384,39198,9799440
P06259,KK Nagar,2268,28-09-2009,194,4.0,2.0,6,Partial,No,01-10-1997,Others,NoSeWa,Gravel,RH,2.5,3.7,3.1,3.1,384292,151388,11645200
P01218,Chrompet,1022,18-10-2012,68,1.0,1.0,3,Normal Sale,No,26-10-1980,Others,ELO,Paved,RM,2.9,4.7,3.7,3.86,254496,81802,9089140
P08070,KK Nagar,1974,05-05-2008,199,3.0,2.0,5,Partial,Yes,08-05-1999,Commercial,NoSewr ,Paved,RH,3.4,2.5,3.8,3.29,751181,367599,15982580
P02296,Adyar,969,29-10-2011,80,1.0,1.0,3,Partial,Yes,05-11-1983,Others,NoSewr ,Gravel,RM,3.1,3.8,5.0,4.19,400359,32462,10820520
P00483,T Nagar,1762,12-03-2014,45,1.0,1.0,4,AdjLand,No,22-03-1973,Commercial,NoSeWa,No Access,RH,3.1,4.7,4.3,4.04,476659,91665,18333020
P00803,Chrompet,1158,13-07-2013,4,1.0,1.0,3,Family,Yes,19-07-1988,Others,NoSeWa,Gravel,RL,4.4,2.7,2.0,3.0,327199,137213,10554810
P08201,Chrompet,701,24-03-2008,102,1.0,1.0,2,Family,No,03-04-1969,Commercial,ELO,No Access,RL,4.9,3.7,2.9,3.82,209736,41947,8389450
P07097,Chrompet,984,26-02-2009,51,1.0,1.0,3,Partial,No,08-03-1970,Others,AllPub,Gravel,RL,3.6,2.9,2.3,2.93,232587,51686,8614330
P09368,Chrompet,1231,03-01-2007,161,2.0,1.0,4,AdjLand,No,10-01-1978,Others,ELO,Gravel,RL,4.4,2.0,3.2,3.08,287600,143800,10271420
P04311,Adyar,656,24-09-2010,20,1.0,1.0,2,AbNormal,No,26-09-2001,Commercial,AllPub,Paved,I,4.5,2.3,2.3,2.96,280244,113849,8757635
P01380,Chrompet,1195,23-06-2012,192,1.0,1.0,3,AbNormal,Yes,03-07-1975,Commercial,AllPub,Paved,RL,2.4,2.7,3.7,2.91,439231,141688,14168750
P02769,Adyar,748,02-08-2011,116,1.0,1.0,2,Partial,Yes,03-08-2006,Others,AllPub,Paved,C,2.7,3.0,4.7,3.76,229599,78925,7174975
P03652,Karapakkam,872,07-02-2011,34,1.0,1.0,2,AdjLand,No,11-02-1993,House,ELO,Gravel,I,2.3,3.9,2.5,2.86,224777,115270,5763500
P06028,Karapakkam,1117,06-11-2009,114,1.0,1.0,3,Partial,No,11-11-1988,Others,NoSewr ,Paved,RL,2.3,2.3,3.6,2.82,213904,99822,7130125
P00954,TNagar,1597,09-04-2013,62,1.0,1.0,4,Normal Sale,Yes,16-04-1984,Others,ELO,Paved,RH,2.9,4.8,2.7,3.285,427361,75417,12569440
P01618,Karapakkam,1512,08-03-2012,97,2.0,2.0,4,AbNormal,Yes,12-03-1997,House,NoSeWa,Paved,RM,2.1,4.6,2.7,3.09,481263,86627,9625250
P03949,Karapakkam,947,06-12-2010,112,1.0,1.0,3,Partial,Yes,13-12-1981,Others,NoSewr ,Gravel,RM,2.1,4.1,4.0,3.46,391922,87094,8709375
P08143,Adyar,982,09-04-2008,151,1.0,1.0,3,Partial,Yes,15-04-1985,House,NoSeWa,No Access,C,2.9,2.1,4.1,3.34,247572,45605,6515045
P04069,Adyar,985,14-11-2010,100,1.0,1.0,3,Normal Sale,No,24-11-1970,Others,NoSewr ,Gravel,C,3.1,3.0,2.7,2.88,250764,88505,7375400
P05768,Karapakkam,614,25-12-2009,2,1.0,1.0,2,AdjLand,No,05-01-1968,Commercial,ELO,Gravel,RH,5.0,4.3,2.9,3.95,290829,166188,6924500
P08120,Anna Nagar,1643,20-04-2008,197,1.0,1.0,4,Partial,Yes,28-04-1977,House,NoSewr ,Paved,RL,4.0,2.5,3.2,3.305,386521,193260,12078770
P08305,T Nagar,1924,21-02-2008,59,2.0,1.0,5,Family,Yes,25-02-1989,Others,NoSewr ,Paved,RH,2.9,4.8,4.1,3.915,477871,260657,14480950
P06198,Karapakkam,1217,06-10-2009,17,1.0,1.0,3,AdjLand,Yes,07-10-2004,House,NoSeWa,No Access,A,4.1,2.0,3.5,3.23,177018,142756,5710250
P06589,T Nagar,1904,19-07-2009,141,2.0,1.0,5,AdjLand,No,26-07-1983,Commercial,ELO,Gravel,RH,3.5,3.6,2.2,2.94,604317,395932,20838520
P02351,Karapakkam,895,19-10-2011,44,1.0,1.0,3,AdjLand,No,31-10-1963,House,ELO,Gravel,I,2.4,3.8,4.1,3.5,168563,48938,5437500
P01158,Anna Nagar,1509,24-11-2012,109,1.0,1.0,4,Partial,Yes,02-12-1980,Others,NoSewr ,Gravel,RM,4.3,4.4,2.0,3.405,461844,108669,13583660
P03506,Chrompet,1067,14-03-2011,4,1.0,1.0,3,Partial,Yes,22-03-1977,Others,ELO,Gravel,RL,2.8,5.0,2.6,3.62,255900,147634,9842290
P06440,Chrompet,1026,19-08-2009,92,1.0,1.0,3,Normal Sale,Yes,22-08-1999,Commercial,AllPub,Gravel,RL,2.9,2.6,2.6,2.69,388783,180506,13885100
P05132,Chrompet,762,24-04-2010,149,1.0,1.0,2,Family,No,04-05-1970,Others,AllPub,No Access,RH,2.0,4.1,3.5,3.29,192017,30003,6000540
P08208,Chrompet,987,22-03-2008,9,1.0,1.0,3,Partial,No,25-03-1997,House,NoSewr ,No Access,RL,2.3,4.8,3.0,3.51,185396,51911,7415850
